용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,364-054,제조,오티덤액(OTIDERM SOLUTION),폴리믹신비 미코나졸 프레드니솔론,Polymyxin B Miconazole Prednisolone,2017-02-23,녹십자수의약품(주)
동물용의약품,364-055,제조,셀렉션60액(SELECTION60 SOLUTION),셀라멕틴,Selamectin,2017-12-01,녹십자수의약품(주)
동물용의약품,364-056,제조,셀렉션120액(HSELECTION120 SOLUTION),셀라멕틴,Selamectin,2017-12-01,녹십자수의약품(주)
동물용의약품,364-057,제조,데피니트액(DEFINITE SOLUTION),이미다클로프리드+목시덱틴,Imidacloprid+Moxidectin,2018-05-09,녹십자수의약품(주)
동물용의약품,364-058,제조,지멕틴 펠릿(이버멕틴)(GMECTIN PELLET),이버멕틴,Ivermectin,2018-08-13,녹십자수의약품(주)
동물용의약품,364-059,제조,데피니트캣액(DEFINITE CAT SOLUTION),이미다클로프리드+목시덱틴,Imidacloprid+Moxidectin,2018-12-10,녹십자수의약품(주)
동물용의약품,364-060,제조,피모메딘정5mg(피모벤단)(PIMOMEDIN TABLET 5mg),피모벤단,Pimobendan,2019-06-13,녹십자수의약품(주)
동물용의약품,364-061,제조,툴라젠-주(툴라스로마이신)(TULAZEN Inj.),툴라스로마이신,Tulathromycin,2020-06-10,녹십자수의약품(주)
동물용의약품,364-062,제조,베스타캄-주(멜록시캄)(BESTACAM Inj.),멜록시캄,Meloxicam,2020-10-20,녹십자수의약품(주)
동물용의약품,364-063,제조,베트로캄-주(멜록시캄)(VETROCAM Inj.),멜록시캄,Meloxicam,2020-12-14,녹십자수의약품(주)
동물용의약품,364-064,제조,베트로캄 현탁액(멜록시캄)(VETROCAM SUSPENSION),멜록시캄,Meloxicam,2021-02-08,녹십자수의약품(주)
동물용의약품,364-065,제조,디크라-25액 (디클라주릴)(DICLA-25 SOLUTION),디클라주릴,Diclazuril,2021-03-02,녹십자수의약품(주)
동물용의약품,364-066,제조,돼지일본뇌염 생백신(Porcine Japanese Encephalitis Vaccine),일본뇌염,Japanese encephalitis,1976-07-15,녹십자수의약품(주)
동물용의약품,364-067,제조,비-비 박스 3(B-B VAX 3),전염성비기관염+바이러스성설사증+파라인플루엔자,IBR+BVD+Parainfluenza,1986-11-17,녹십자수의약품(주)
동물용의약품,364-068,제조,티지이·로타 생혼합백신(TGE·Rota Live Combined Vaccine),전염성위장염+로타바이러스,TGE + Rota virus,1992-12-17,녹십자수의약품(주)
동물용의약품,364-069,제조,캐니플루-맥스(CaniFlu-max),개인플루엔자,Canine influenza,2009-11-13,녹십자수의약품(주)
동물용의약품,364-070,제조,지백스 DHPP 주(GVAX DHPP inj.),디스템퍼+전염성간염+파보바이러스+파라인플루엔자,DHPP,2013-10-21,녹십자수의약품(주)
동물용의약품,364-071,제조,피이디가드 주(돼지 유행성설사 바이러스 백신)(PED Guard),유행성설사,Porcine Epidemic diarrhea,2016-09-07,녹십자수의약품(주)
동물용의약품,364-072,제조,돼지열병 생백신(Classical Swine Fever Live vaccine),돼지열병(조직배양순화),Hog cholera(Cell culture),1977-02-11,녹십자수의약품(주)
동물용의약품,364-073,제조,돼지파보 백신(Porcine Parvovirus Vaccine),파보바이러스,Parvovirus,1980-10-29,녹십자수의약품(주)
동물용의약품,364-074,제조,돼지 유행성설사 생백신(Porcine Epidemic Diarrhea Live Vaccine),유행성설사,Porcine Epidemic diarrhea,1994-12-13,녹십자수의약품(주)
동물용의약품,364-075,제조,"돼지열병·단독 복합백신(CSF, SE combined vaccine)",돼지열병+돼지단독,Hog cholera Erysipelas,1998-01-19,녹십자수의약품(주)
동물용의약품,364-076,제조,녹수 이뮨가드(IMMUNGUARD),포도상구균화학추출물+보르테텔라균화학추출물,Staphylococcus chemical products+ Bordetella chemical products,1998-09-01,녹십자수의약품(주)
동물용의약품,364-077,제조,돼지 파보진 백신(Porcine Parvo Gene Vaccine),파보바이러스,Parvovirus,2000-08-11,녹십자수의약품(주)
동물용의약품,364-078,제조,지백스 KC 주(GVAX KC inj.),보르데텔라브론키셉티카,Bordetella bronchiseptica,2000-10-11,녹십자수의약품(주)
동물용의약품,364-079,제조,소 유행열 생백신(BEF LIVE VACCINE),유행열,Ephemoral fever,2001-05-11,녹십자수의약품(주)
동물용의약품,364-080,제조,경구용 PED 백신(PED Oral Vaccine),유행성설사,Porcine Epidemic diarrhea,2003-10-08,녹십자수의약품(주)
동물용의약품,364-081,제조,녹수 피티알 백신(PTR combined vaccine),전염성위장염+유행성설사병+로타바이러스,TGE+PED+Rota virus,2013-03-20,녹십자수의약품(주)
동물용의약품,364-082,제조,소 아까바네 생백신(Bovine Akabane Live Vaccine),아까바네,Akabane,1992-12-17,녹십자수의약품(주)
동물용의약품,364-083,제조,뉴 피그레스(New PigRES),위축성비염+파스튜렐라 +글레써씨+흉막폐렴+스트렙토코커스스위스+마이코플라즈마,AR+Pasteurella+Glasser s disease+Pleuropneumonia+Streptococcus suis+Mycoplasma,2005-12-15,녹십자수의약품(주)
동물용의약품,364-084,제조,뉴모가드(PneumoGuard),조류메타뉴모바이러스,Avian metapneumovirus,2011-12-06,녹십자수의약품(주)
동물용의약품,364-085,제조,마이코플루,돼지인플루엔자+마이코플라즈마폐렴,Swine Influenza Virus+Mycoplasma pneumonia,2008-09-12,녹십자수의약품(주)
동물용의약품,364-086,제조,뉴-파코로백(New-Parcoro vac),로타바이러스+코로나바이러스,Rotavirus+Coronavirus,2008-10-24,녹십자수의약품(주)
동물용의약품,364-087,제조,보비로코(BoviROCO),로타바이러스+코로나바이러스,Rotavirus+Coronavirus,2009-12-07,녹십자수의약품(주)
동물용의약품,364-088,제조,써코엠백(Circo-M Vac),써코바이러스+마이코플라즈마폐렴,Circovirus type 2+Mycoplasma pneumonia,2010-09-15,녹십자수의약품(주)
동물용의약품,364-089,제조,콜리클 백신 주(ColiCl vaccine),대장균+클로스트리디움독소,E.coli+Clostridium toxoid,2015-04-20,녹십자수의약품(주)
동물용의약품,364-090,제조,써코가드-V 주(CircoGuard-V inj.),돼지 써코바이러스2형 항원 단백질(PCV2-ORF2),Porcine Circovirus 2(PCV2)-ORF2,2021-03-29,녹십자수의약품(주)
동물용의약품,364-091,제조,헬민스액(HELMINTH),피페라진,Piperazine,1969-04-14,녹십자수의약품(주)
동물용의약품,364-092,제조,녹수 파일로카핀주사제,필로칼핀,Pilocarpines,1971-07-31,녹십자수의약품(주)
동물용의약품,364-093,제조,페록신주사(FERROXIN-INJ),덱스트란철+비타민 B12,Iron dextran+Vitamin B12,1986-09-17,녹십자수의약품(주)
동물용의약품,364-094,제조,토노 칵테일 액(TONO COCKTAIL SOL.),기타영양공급약,Mineral supplemental preparations,1974-02-16,녹십자수의약품(주)
동물용의약품,364-095,제조,푸레손주사(PRESON INJECTION),프레드니솔론,Prednisolone,1974-02-16,녹십자수의약품(주)
동물용의약품,364-096,제조,녹수 테라-주,옥시테트라싸이클린염산염,Oxytetracycline HCl,1974-07-08,녹십자수의약품(주)
동물용의약품,364-097,제조,바이탈주(VITAL INJECTION),기타영양공급약,"Others, Nutrition supplemental preparations",1975-04-04,녹십자수의약품(주)
동물용의약품,364-098,제조,인칼슘2호주사,글루콘산 칼슘,Calcium gluconate,1976-11-09,녹십자수의약품(주)
동물용의약품,364-099,제조,녹수 타이로신-20주(TYLOSIN20-INJ),타이로신,Tylosin,1978-12-07,녹십자수의약품(주)
동물용의약품,364-100,제조,녹수 겐타마이신-주(GENTAMYCIN),겐타마이신,Gentamycin,1981-02-02,녹십자수의약품(주)
동물용의약품,364-101,제조,바이탈씨-주(VITAL C-INJECTION),비타민공급약,Vitamin supplemental preparations,1984-05-10,녹십자수의약품(주)
동물용의약품,364-102,제조,로렉신 수용액,플루메퀸,Flumequine,1995-09-29,녹십자수의약품(주)
동물용의약품,364-103,제조,녹수-타이로졸(G.C. TYLOZOLE),타이로신,Tylosin,1997-07-28,녹십자수의약품(주)
동물용의약품,364-104,제조,겐타론-B 주사(수출용),겐타마이신+덱스트란철,Gentamycin sulfate+Dextran iron,1998-04-13,녹십자수의약품(주)
동물용의약품,364-105,제조,녹수 테라 L.A.-주,옥시테트라싸이클린염산염,Oxytetracycline HCl,1999-02-23,녹십자수의약품(주)
동물용의약품,364-106,제조,녹수 피씨에스 125(G.C. PCS 125),페니실린지프로카인+클로르테트라싸이클린염산염+설파치아졸,Penicillin G procaine+Chlortetracyclin HCl+Sulfathiazole,1999-08-24,녹십자수의약품(주)
동물용의약품,364-107,제조,암푸라-Q액(AMPRA-Q SOLUTION),암프롤리움+설파퀴녹사린,Amprolium+Sulfaquinoxaline,2002-10-05,녹십자수의약품(주)
동물용의약품,364-108,제조,파워플로-20(Powderflor-20),플로르페니콜,Florfenicol,2003-09-18,녹십자수의약품(주)
동물용의약품,364-109,제조,하이실린-주(Hicillin Inj.),암피실린,Ampicillin,2003-10-28,녹십자수의약품(주)
동물용의약품,364-110,제조,페니플 30 액(HS Penifl 30 Solution),플로르페니콜,Florfenicol,2004-02-17,녹십자수의약품(주)
동물용의약품,364-111,제조,하이트롱,메토클로프라미드염산염,Metoclopramide HCl,2004-07-08,녹십자수의약품(주)
동물용의약품,364-112,제조,트리비타액,비타민 A/D3/E,Vitamin A/D3/E,2005-08-02,녹십자수의약품(주)
동물용의약품,364-113,제조,아목실펜수용산(AMOXYLPHEN SOLUBLE POWDER),아목시실린+아세타미노펜,Amoxicillin+Acetaminophen,2005-08-05,녹십자수의약품(주)
동물용의약품,364-114,제조,아목실수용산(AMOXYL SOLUBLE POWDER),아목시실린,Amoxicillin,2005-08-05,녹십자수의약품(주)
동물용의약품,364-115,제조,녹수 씨티씨-200,클로로테트라사이클린칼슘염,Chlortetracycline calcium,2005-08-29,녹십자수의약품(주)
동물용의약품,364-116,제조,녹수티아-39,티아물린,Tiamulin,2005-08-29,녹십자수의약품(주)
동물용의약품,364-117,제조,그린티아 25액,티아물린,Tiamulin,2006-02-21,녹십자수의약품(주)
동물용의약품,364-118,제조,아스펜-C 수용산(Aspen-C WSP),아스피린(아세틸살리실산) 비타민C(아스코르브산),Aspirin(Acetylsalicylic acid) Vitamin C(Ascorbic acid),2006-06-16,녹십자수의약품(주)
동물용의약품,364-119,제조,아스펜 50액(Aspen 50 liquid),아세틸살리실산(아스피린),Acetylsalicylic acid(Aspirin),2006-07-13,녹십자수의약품(주)
동물용의약품,364-120,제조,부스타쿨-주(Bustacool-lnj),스코폴라민+디피론,Scopolamine+Dipyrone,2006-12-01,녹십자수의약품(주)
동물용의약품,364-121,제조,지멕틴-LA 주(Gmectin-LA Inj.),이버멕틴,Ivermectin,2007-04-23,녹십자수의약품(주)
동물용의약품,364-122,제조,그린틸300-주,틸미코신포스페이트,Tilmicosin phosphate,2008-01-03,녹십자수의약품(주)
동물용의약품,364-123,제조,린펙신-주(LINPECCIN INJ.),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2008-07-14,녹십자수의약품(주)
동물용의약품,364-124,제조,주사용 희석액(STERILE DILUENT),주사용증류수,WATER FOR INJECTION,2008-10-09,녹십자수의약품(주)
동물용의약품,364-125,제조,수출용 시프로10％액,시프로플록사신,Ciprofloxacine,2010-12-24,녹십자수의약품(주)
동물용의약품,364-126,제조,녹수 설트림240액,트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,2011-12-07,녹십자수의약품(주)
동물용의약품,364-127,제조,지멕틴 파워믹스(Gmectin Powermix),이버멕틴,Ivermectin,2012-01-13,녹십자수의약품(주)
동물용의약품,364-128,제조,녹수 아목실150LA-주(수출용)(G.C AMOXYL150LA-Inj.),아목시실린,Amoxicillin,2012-05-14,녹십자수의약품(주)
동물용의약품,364-129,제조,수출용 로렉신10％ 액(RHOLEXIN 10％ SOLUTION),플루메퀸,Flumequine,2012-05-14,녹십자수의약품(주)
동물용의약품,364-130,제조,세프콘-주(CEFCON-Inj.),세프퀴놈,Cefquinome,2012-06-22,녹십자수의약품(주)
동물용의약품,364-131,제조,녹수 마보파워20-주(G.C MARBOPOWER20-Inj.),마보플록사신,Marbofloxacin,2012-06-22,녹십자수의약품(주)
동물용의약품,364-132,제조,케토샷-주,케토프로펜,Ketoprofen,2012-12-17,녹십자수의약품(주)
동물용의약품,364-133,제조,수출용 녹수테라10-주(GC TERA 10-Inj.),옥시테트라싸이클린염산염,Oxytetracycline HCl,2013-09-16,녹십자수의약품(주)
동물용의약품,364-134,제조,수출용 녹수덱사-주(GC DEXA-Inj.),덱사메타손,Dexamethasone sodium phosphate,2013-09-16,녹십자수의약품(주)
동물용의약품,364-135,제조,수출용 에이씨아이-비타(ACI-VITA),복합비타민+부타포스판,Vitamin complex+Butaphosphan,2014-01-10,녹십자수의약품(주)
동물용의약품,364-136,제조,수출용 녹수 레바졸100-주(G.C LEVAZOL100-Inj.),레바미졸,Levamisole,2014-01-20,녹십자수의약품(주)
동물용의약품,364-137,제조,수출용 녹수 부파콘-주(G.C. BUPACON-Inj.),부파바쿠온,Buparvaquone,2014-01-20,녹십자수의약품(주)
동물용의약품,364-138,제조,수출용 타이로독시(TYLODOXY),독시싸이클린+타이로신,Doxycycline Tylosin,2014-02-20,녹십자수의약품(주)
동물용의약품,364-139,제조,녹수 엔로파워200액(G.C. ENROPOWER200 SOLUTION),엔로플록사신,Enrofloxacin,2015-11-30,녹십자수의약품(주)
동물용의약품,364-140,제조,수출용 녹수덱사2mg 주(덱사메타손)(G.C. DEXA 2mg-Inj.),덱사메타손,Dexamethasone sodium phosphate,2018-07-04,녹십자수의약품(주)
동물용의약품,364-141,제조,수출용 녹수덱사4mg 주(덱사메타손)(G.C. DEXA 4mg-Inj.),덱사메타손,Dexamethasone sodium phosphate,2018-07-04,녹십자수의약품(주)
동물용의약품,364-142,제조,히아린-주(히알루론산나트륨)(HYARIN-Inj.),히알루론산나트륨,Sodium Hyaluronate,2020-02-13,녹십자수의약품(주)
동물용의약품,364-143,제조,트레비콕스정57mg(피로콕시브)(Trevicox Tablet 57mg),피로콕시브,firocoxib,2020-06-08,녹십자수의약품(주)
동물용의약품,364-144,제조,스팟라인플러스액 (수출용)(SPOTLINE PLUS LIQUID),피프로닐+메소푸렌,Fipronil+Methoprene,2021-08-04,녹십자수의약품(주)
동물용의약품,364-145,제조,듀라벳25-주(툴라스로마이신)(DURAVET 25 Inj.),툴라스로마이신,Tulathromycin,2022-01-25,녹십자수의약품(주)
동물용의약품,364-146,제조,노바트-주(마로피턴트시트르산염)(Novart Inj.),마로피턴트(마로피탄트),Maropitant,2022-02-22,녹십자수의약품(주)
동물용의약품,364-147,제조,아이비엘 생독백신(수출용)(IBL live vaccine),뉴캣슬병+전염성기관지염,ND+IB,1988-03-14,녹십자수의약품(주)
동물용의약품,364-148,제조,써코가드-원(Circoguard-One),돼지 써코바이러스 항원,Porcine circivirus Type-2 antigen,2009-11-19,녹십자수의약품(주)
동물용의약품,364-149,제조,플루 ABEN(H9N2)(수출용)(Flu ABEN (H9N2)),조류인플루엔자+뉴캣슬병+산란저하증+전염성기관지염,AI+ND+EDS 76+IB,2011-02-25,녹십자수의약품(주)
동물용의약품,364-150,제조,트리콤 플러스(수출용)(Tricom Plus),"B. bronchiseptica, P. multocida, A. pleuropneumoniae","B. bronchiseptica, P. multocida, A. pleuropneumoniae",2015-07-31,녹십자수의약품(주)
동물용의약품,364-151,제조,"써코쉴드-V 주(돼지 써코바이러스 백신, 수출용)(CircoShield-V inj.)",돼지 써코바이러스 항원,Porcine circivirus Type-2 antigen,2016-02-23,녹십자수의약품(주)
동물용의약품,364-152,제조,피그텍트 단열마커 주(PIGtect SEFever Marker inj.),돼지 열병 생마커 바이러스(Flc-LOM-BErns)+돼지 단독균(NL-11),,2021-10-01,녹십자수의약품(주)
동물용의약품,364-153,제조,뉴캣슬병 라소타 생독백신(Newcastle Disease LaSota Live Vaccine),뉴캣슬,Newcastle disease,1982-10-25,녹십자수의약품(주)
동물용의약품,364-154,제조,아이비원 생독백신(IB1 Live vaccine),뉴캣슬병+전염성기관지염,ND+IB,1988-03-14,녹십자수의약품(주)
동물용의약품,364-155,제조,플루가드 H9N2 백신(Flu-Guard H9N2),저병원성 조류인플루엔자바이러스,inactivated LPAI virus,2007-06-07,녹십자수의약품(주)
동물용의약품,364-156,제조,BBNE 오일백신(BBNE oil vaccine),뉴캣슬병+산란저하증+전염성기관지염,ND+EDS 76+IB,2007-12-27,녹십자수의약품(주)
동물용의약품,364-157,제조,플루 ABBN(H9N2)(Flu ABBN (H9N2)),조류인플루엔자+뉴캣슬병+닭전염성기관지염,AI+ND+IB,2009-04-15,녹십자수의약품(주)
